University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of York,UOY,Computer Science,Systems & Devices 4: Networking - COM00034H,10,,"This module introduces students to the core concepts of computer networking. It starts by covering the layered network model and discusses the utility and motivation for such an approach. Services that are layered on this model (such as UNIX sockets, DNS, TCP, IP) are detailed and students will develop software to experiment with these features. After taking this module, students will have an understanding of how all kinds of computer networks, including the Internet, are created.",,,"Be able to articulate the motivation behind the layered network model
Develop software using OS-level networking concepts (i.e. sockets) to communicate with other systems.
Demonstrate understanding of networked architectures, how they are integrated into an operating system, and develop simple applications using this knowledge.","Kevin R Fall, W Richard Stevens, TCP/IP Illustrated, Volume 1: The protocols, Addison Wesley, 2012
Andrew Tannenbaum, Computer Networks, Prentice Hall, 2002",,This module introduces students to the core concepts of computer networking.,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/COM00034H/2021-22,
University of York,UOY,Computer Science,Systems Engineering For Safety - COM00001M,10,,"This module is an introduction to the technical and organisational aspects of systems engineering, focusing on early lifecycle systems analysis and modelling (i.e. systems concepts, requirements and architectures). It intends to present systems engineering principles which are applicable to a range of critical engineering systems (e.g. control systems, platforms, systems of systems and autonomous and configurable systems). In particular, it focuses on the early consideration of, and tradeoffs between, technical as well as economic attributes such as safety, maintainability, cost and time-to-market in the context of key organisational challenges related to technology readiness and process maturity.",,,"Explain the scope and nature of systems engineering in the context   of high safety risk industries Identify and assess the interaction between systems engineering   and economics Describe the role and importance of organisational aspects of   systems engineering in the development life-cycle in the context of   high safety risk industries Describe the principles of, and issues concerning, systems   requirements, architectures, modelling, trade-offs, design rationale   and product lines as well as emerging concepts in systems   engineering related to adaptive systems Participate in requirements definition, architecture design,   trade-off analysis and system modelling","*** G Pahl, W Beitz, K Wallace, L Blessing, F Bauert, Engineering   Design a Systematic Approach, Springer Verlag, 1995
*** Sanford Friedenthal, A Practical Guide to SysML: The Systems   Modeling Language, Morgan Kaufmann, 2011
*** http://www.incose.org, Systems Engineering Body of Knowledge, INCOSE publications
*** L Cohen, Quality Functional Deployment, Addison Wesley, 1995
*** M A Jackson, Problem Frames, Addison Wesley, 2001
 ",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/COM00001M/2021-22,
University of York,UOY,Computer Science,Theory 1: Mathematical Foundations of Computer Science - COM00013C,20,,"Students will be introduced to the key discrete mathematics concepts that are the foundation of computer science. Students will be introduced to propositional and predicate logic, set theory, combinatorics, functions and relations and graph theory. Students will be introduced to the mathematical foundations, and will be able to identify the application of these concepts in real-world examples. Students will be introduced to a variety of proof techniques that will be used throughout their degree programme.",,,"T101
Define, read and apply mathematical notations for purposes of describing mathematical concepts from across discrete mathematics including: propositional and predicate logic, set theory, combinatorics, functions and relations, and graph theory.
T102
Formulate definitions and examples of concepts across discrete mathematics
T103
Apply a variety of techniques to identify whether logical expressions are true or false, valid or invalid or equivalent to one another.
T104
Select appropriate techniques to prove properties about discrete mathematics concepts.
T105
Construct counterexamples to refute claims about discrete mathematics concepts.
T106
Select and construct appropriate proof techniques to prove a variety of different types of problems in discrete mathematics.
T107
Describe and use the basic concepts of discrete probability to describe events.
T108
Apply logical statements to describe real-world logical problems in relation to computer science
T109
Identify and provide examples of real-world application of sets to computer science problems
T110
Describe and apply a variety of concepts and techniques about functions and relations as they apply to computer science.
T111
Formally define and illustrate by example graphs of different graph classes, their properties and special cases of: undirected, directed, cyclic, edge labelled, weighted, directed acyclic and disconnected graphs.
T112
Model a variety of real-world problems in computer science using appropriate forms of graphs and trees,","** Dean N., The Essence of Discrete Mathematics, Prentice Hall, 1997
** Haggarty R., Discrete Mathematics for Computing, Addison Wesley, 2002
** Truss J., Discrete Mathematics for Computer Scientists, Addison Wesley, 1999
** Gordon H., Discrete Probability, Springer, 1997
* Solow D., How to Read and Do Proofs, Wiley, 2005",,Mathematical Foundations of Computer Science,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/COM00013C/2021-22,
University of York,UOY,Computer Science,Theory 2: Formal Languages & Automata - COM00014C,20,,"Students taking this module will be introduced to the concepts of formal languages and the abstract machines that accept them as a way of describing computation. Students will have a deep understanding of finite automata and pushdown automata, with their associated languages and related proof techniques, and will be introduced to more complex machines accepting context sensitive and recursively enumerable languages for purposes of being able to identify and describe them.",,,"T201
Describe and illustrate the concepts of formal languages, automata and grammars, and the relations between them;
T202
Construct a variety of abstract machines including: deterministic and non-deterministic finite automata, deterministic and non-deterministic pushdown automata and Turing machines.
T203
Differentiate between deterministic and non-deterministic finite automata and convert between them
T204
Distinguish the differences between different classes of automata, and the languages they accept
T205
Apply the pumping lemma for regular languages to show a language is not regular
T206
Apply a variety of operations to transform automata.
T207
Generate regular expressions from finite automata
T208
Convert between grammars and push-down automata for context-free languages
T209
Demonstrate that a grammar is ambiguous
T210
Identify if a language is not context-free
T211
Produce simple examples for a Turing Machine and the languages it accepts
T212
Describe the Chomsky hierarchy
T213
Identify key applications in computing where regular and context-free languages are used in practice.","**** Martin, John C., Introduction to Languages and the Theory of Computation (4th ed.), McGraw Hill, 2010
** Rich, Elaine, Automata, Computability and Complexity, Pearson Education, 2008
** Sipser, Michael, Introduction to the Theory of Computation (3rd ed.), South-Western College Publishing, 2012
* Hopcroft, John E. and Motwani, Rajeev and Ullman, Jeffrey D., Introduction to Automata Theory, Languages and Computation (3rd ed.), Pearson Education, 2013
* Arora, Sanjeev and Barak, Boaz, Computational Complexity: A Modern Approach, Cambridge University Press, 2009
++ Garey, Michael R. and Johnson, David S., Computers and Intractability: A Guide to the Theory of NP-Completeness, W.H. Freeman, 1979",,Formal Languages and Automata,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/COM00014C/2021-22,
University of York,UOY,Computer Science,Theory 3: Computability & Complexity - COM00023I,10,,"The aim of this module is to introduce basic concepts and results in computability theory and complexity theory. In particular, students will learn the concepts of Turing-recognizable languages and Turing-computable functions, and the difference between solvable and unsolvable problems. They will be able to prove unsolvability by reduction. They will understand the time and space complexity of Turing machines, and complexity classes such as P, NP, PSpace, NPSpace and NPC. They will be able to prove NP-completeness by reduction.","Theory 2: Formal Languages & Automata (COM00014C)
Software 2: Object Oriented Data Structures & Algorithms (COM00016C)",,"T301
Determine a language’s place in the Chomsky hierarchy (regular, context-free, context-sensitive or recursively enumerable).
T302
Provide examples of unsolvable problems.
T303
Prove that a problem is unsolvable by reducing a known unsolvable problem to it.
T304
Explain the Church-Turing thesis and its significance.
T305
Define the classes P and NP, and explain their relation to the class ExpTime.
T306
Explain the significance of NP-completeness and provide examples of NP-complete problems.","**** Martin, John C., Introduction to Languages and the Theory of Computation (4th ed.), McGraw Hill, 2010
** Rich, Elaine, Automata, Computability and Complexity, Pearson Education, 2008
** Sipser, Michael, Introduction to the Theory of Computation (3rd ed.), South-Western College Publishing, 2012
* Hopcroft, John E. and Motwani, Rajeev and Ullman, Jeffrey D., Introduction to Automata Theory, Languages and Computation (3rd ed.), Pearson Education, 2013
* Arora, Sanjeev and Barak, Boaz, Computational Complexity: A Modern Approach, Cambridge University Press, 2009
++ Garey, Michael R. and Johnson, David S., Computers and Intractability: A Guide to the Theory of NP-Completeness, W.H. Freeman, 1979",,Computability and Complexity,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/COM00023I/2021-22,
University of York,UOY,Computer Science,Through Life Safety - COM00059M,10,,This module addresses the safety issues that arise after system deployment including:  Safe management of operational systems Procedures required to maintain the safety of systems when maintenance or modification is required. Safety monitoring and advanced safety monitoring.,,,Compare equipment and operational safety cases Describe the relationship between equipment and operational safety cases Review operational procedures for safety implications Describe and participate in processes for the maintenance of ALARP in operation Plan data collection using information from the design safety case Describe the role and different levels of health monitoring in operational safety Describe and participate in analysis of operational data for safety Identifying and discuss issues relating to multiple organisations interacting in a safety programme Describe and participate in the application of the principles of obsolescence and change management Describe and participate in the application of techniques for accident modelling Critically compare techniques for accident modelling Explain the role of emergency planning in through life safety Discuss the state of the art and future directions in Through Life Safety,"**** Barry Turner, The Organizational and Interorganisational Development of Disasters, Administrative Science Quarterly, 1976 *** Sidney Dekker, Just Cluture, Ashgate, 2007 *** Charles Perrow, The Next Catastrophe, Princeton, 2007 *** Diane Vaughan, Challenger Launch Decision, Chicago, 1996 *** Leveson, Nancy, et al., Applying STAMP in accident analysis, Nasa Conference Publication, NASA, 2003",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/COM00059M/2021-22,
University of York,UOY,Computer Science,User Centred Design for Interactive Technologies - COM00125M,20,,"The module will provide students the foundations of knowledge to create usable and accessible interactive systems that promote positive experiences for their users.
This module will provide students with an understanding of how users undertake goals and tasks in interactive systems. Students will be exposed to concepts about human perception and cognition, which will be directly related to how to design usable interactive systems.
This module will provide them with the methodological knowledge to capture and represent requirements for interactive systems, to undertake conceptual design that will ground interactive systems in users’ language and skills, to create physical prototypes of designs through low-fidelity means and to evaluate those prototypes for key attributes of quality in interactive systems.",,,"Subject Content:
Relate basic human perceptual, cognitive and memory processes to the design and evaluation of interactive systems
Describe and identify some basic principles of perceptual, cognitive and social psychology
Apply the theoretical knowledge to practical problems in designing and improving interactive systems
Justify a user-centred approach for successful interaction design including how well designed technology can improve the well-being of people who use it in their everyday lives.
Understand how requirements from stakeholders can influence the design of interactive systems. This includes an understanding that all users have different needs and preferences including accessibility for people with disabilities or cross-cultural factors relating to globalisation/localisation of interfaces.
Undertake conceptual design and analysis to understand the people for whom interactive systems are designed and what tasks the technology will support
Apply some user-centred design methods to practical design problems in a context that is similar to existing professional practices
Develop basic prototypes with a range of interaction styles and technologies
Evaluate interactive technologies for usability and user experience criteria through expert inspection and through user studies. This includes an understanding of the ethical issues surrounding working with users, in particular appropriate respect and treatment of participants and informed consent during participation.
Academic and graduate skills
Critique and analyse their own interactive systems
Defend choices made in design and implementation","Cooper, A., Reimann, R., Cronin, D., & Noessel, C. (2014). About Face: The essentials of interaction design. John Wiley & Sons.
Preece, Rogers & Sharp, Interaction Design, 4th edn, Wiley & Sons, 2015",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/COM00125M/2021-22,
University of York,UOY,Computer Science,Wider Aspects of Cybersecurity - COM00162M,20,,"This module aims to provide students with an understanding of advanced topics in cybersecurity and engage students in an in-depth study of the state of the art of an area of cybersecurity.
Topics covered in this module include a selection of recent and emerging advances in cybersecurity areas such as cryptography (e.g. zero-knowledge proofs, post-quantum cryptography, homomorphic encryption, and secure multiparty computation), network security (e.g. internet-of-things security, software defined networks security, and mobile networks security), distributed systems security (e.g. consensus mechanisms and distributed ledgers), human factors in cybersecurity (e.g. usable security), and privacy (e.g. privacy-preserving protocols and differential privacy).
The module also aims to develop critical analysis and academic writing skills. Students will carry out a group project in an advanced cybersecurity topic, experiencing and developing team working skills.",,,"At the end of the module the students will be able to:
demonstrate a competent technical understanding of a range of emerging advanced topics in cybersecurity.
critically analyse the latest research in an area of cybersecurity.
summarise the important technical aspects of the state of the art in an area of cybersecurity for a technically literate audience.
survey new and emerging methods from an advanced area of cybersecurity to identify their applications to important classes of systems from the CyBoK, as well as their underpinning assumptions and limitations.",Information currently unavailable.,,"
Taught sessions on a selection of recent and emerging advances in cybersecurity.
Group project to survey new and emerging methods from an advanced area of cybersecurity.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/COM00162M/2021-22,
University of York,UOY,Economics and Related Studies,Advanced Macroeconomics I - ECO00001M,10,,"To equip students with a thorough knowledge of modern macroeconomic theory and its applications.
Concepts such as rational expectations and dynamic general equilibrium will be widely used. It will generally include analysis of both the short run, or business-cycle, behaviour of a macroeconomy; and of the long-run, or growth, behaviour.
The determination of real variables such as output and employment, and of nominal variables such as inflation and the nominal interest rate, will be studied, as will their interaction. In general the module will draw on more than one school of thought, such as Classical ideas and Keynesian ideas and their modern variants.
Macroeconomic policy and its potential for improving the operation of the economy will also receive substantial attention.",,,"On completing the module a student will be able to:
· understand, explain and constructively criticise well-known macroeconomic models
· evaluate the extent to which well-known macroeconomic models can explain real-world data and macroeconomic experiences
· use well-known macroeconomic models to illuminate current debates about macroeconomic policy
· read and understand original research articles about macroeconomics in academic journals","The module will not closely follow any single textbook. In your reading you should consult a number of sources, including journal articles. The following textbooks are the ones likely to be most useful:
Blanchard, O. and Fischer, S., Lectures on Macroeconomics, MIT Press, 1989.
Romer, D., Advanced Macroeconomics (4th edition), McGraw-Hill Irwin, 2012.
Wickens, M., Macroeconomic Theory: A Dynamic General Equilibrium Approach (2nd edition), Princeton University Press, 2011
Additional references:
GALE, D. (1973) “Pure Exchange Equilibrium of Dynamic Economic Models,” Journal of Economic Theory, 6, 12-36.
GEANAKOPLOS, J.D. (1987) “Overlapping Generations” in the The New Palgrave Dictionary of Economics—General Equilibrium. Edited by J. Eatwell, M. Milgate, and P. Newman. London, Macmillan.
KIYOTAKI, N., AND J. MOORE (1997) “Credit Cycles,” Journal of Political Economy, 105, 211-248.
SHELL, K. (1971) “Notes on the Economics of Infinity,”Journal of Political Economy, 79, 1002-1011.",,"This module aims to give you a solid grounding in modern macroeconomic theory at the graduate level. The focus will be on closed-economy issues. Open-economy issues are the subject of the module Advanced Macroeconomics 2: International Trade and Finance (ECO00028M), which is a good complement to Advanced Macroeconomics 1.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00001M/2021-22,
University of York,UOY,Economics and Related Studies,Advanced Macroeconomics II: International Finance & Trade - ECO00028M,10,,"The aims of this module are:
 
to address important policy questions relevant for open economies
to establish a sufficient level of knowledge to allow students to pursue their own research in the area of open economy macroeconomics.",,,"This module will be made up of two sections; international trade and international finance. The first part of the module will deal with the base of trade across developed countries (North-to-North trade) and between developed and developing countries (North-to-South trade) both from a theoretical and an empirical perspective. The second part will be devoted to the dynamics of international financial transactions. After successfully completing this module students will gain a better understanding of the determinants of the flow of goods across countries, the sources of exchange rate behaviour, underlying determinants of current account, the main features of the functioning of international financial markets, capital flows and portfolio diversification.","There is no single text which covers all the topics adequately. The following texts will be used most frequently throughout the module.
Feenstra, R., Advanced International Trade: Theory and Evidence, Princeton, NJ: Princeton University Press, 2003.
Obstfeld, M. and K. Rogoff. Foundations of International Macroeconomics, MIT Press, 1996.
Krugman, P., Obstfeld, M., and M. Melitz, International Economics. Theory and Policy, Pearson 9th Edition
Additional materials will be handed out in class.",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00028M/2021-22,
University of York,UOY,Economics and Related Studies,Advanced Microeconomics - ECO00002M,20,,"To provide a view of most of the core material and some of the frontiers of microeconomics in its different dimensions.  What are the key research questions in micro?  Where is most of the current research activity? 
To provide practical training in the methods of microeconomics to formulate and solve microeconomic problems at a pre-research/research level.
To provide you with an edited/annotated view of the large body of knowledge that constitutes microeconomic theory.
To provide sufficient training in the methods of microeconomics so that you can actually do it yourself.  Practical experience, in the revision classes, is very important and you must take great care to work through the exercises and show them to your teacher so that you can receive feedback.  Your objective should be to understand the formulation of each exercise; understand the methods that are used in its solution; think how the exercise illuminates parts of microeconomic theory.  Dont worry if you find the exercises difficult at first.
To give you the opportunity to study, discuss and evaluate some research frontier dimensions of microeconomic theory.",,,"On completing the module a student will be able to:
 
Solve exercises in microeconomics;
Appreciate the logical structure of how to develop a microeconomic argument;
Formulate a research proposal in microeconomics.","Mas-Colell, Whinston, and Green [1995], Microeconomic Theory, Oxford University Press. 

Jehle and Reny [2001], Advanced Microeconomic Theory, Addison Wesley. 

Varian, H [1992], Microeconomic Analysis, Norton & Company.

These are very professional and Mas-Colell is very comprehensive.  

To refresh your background knowledge, we strongly recommend you to read Hal Varians book:",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00002M/2021-22,
University of York,UOY,Economics and Related Studies,Advanced Topics in Economic Evaluation - ECO00053M,20,,"To develop your understanding of the latest methods in economic evaluation, to apply these methods and to appraise critically published economic evaluation studies.",,,"Upon Successful completion of the module you should be able to:
Explain how the economic concepts of efficiency provide the foundations for the conomic evaluation of health care technologies.
Understand what the cost-effectiveness threshold represents and know how it might be estimated.
Use appropriate decision rules in cost benefit and cost-effectiveness analysis, including an understanding of the importance of incremental ratios, extended dominance, net health benefits.
Explain and discuss the rationale for discounting health benefits and costs in economic evaluation.
Explain and discuss the methods problems associated with economic evaluation alongside randomised controlled trials (RCTs).
Explain the alternative approaches that have been proposed to handle and to describe the various forms of uncertainty when using individual patient level data from RCTs.
Explain the raionale for decision analytic modelling for economic evaluation and describe it's terminology.
Structure and analyse decision problems using a decision tree and Markov model.
Explain the difference between deterministic and probabalistic analysis in decision models.
Explain the concept of heterogeneity in the context of economic evaluation of health care technologies.
Identify the different sources of heterogeneity in economic evaluations.
Explain the factors in an economic evaluation which may limit generalisability of the evidence, and to consider how these may impact on the results of the analysis and methods for addressing this.
Explain the use, impact and challenged of using economic evaluation to support funding decision for health care technologies and how this varies between jurisdictions.","
Methods for the Economic Evaluation of Health Care Programmes. Michael F. Drummond, Mark J. Sculpher, Karl Claxton, George W. Torrance, Bernie J. OBrien and Greg L. Stoddart. Oxford University Press 2015. 4th edition. ISBN 0198529457
Economic evaluation in health care. Merging theory with practice. M.F. Drummons and A. McGuire (eds). Oxford University Press 2001. ISBN 0192631764.
Cost-effectiveness in Health and Medicine. M.R. Gold, J.E. Siegel, L.B. Russell and M.C. Weinstein (eds). Oxford University Press 1996. ISBN 0195108248  OR
Cost-effectiveness in Health and Medicine 
",,"To develop your understanding of the latest methods in economic evaluation, to apply these methods and to appraise critically published economic evaluation studies.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00053M/2021-22,
University of York,UOY,Economics and Related Studies,Alternative Perspectives in Economics - ECO00011H,20,,"To give a wide-ranging treatment of heterodox economics covering   most of the key theories To explain the reasoning behind heterodox economics and show how   it differs from orthodox theories and methods To adopt a political economy approach that stresses the links   between economics and other disciplines such as history, politics   and sociology",Microeconomics II (ECO00001I),,"On completing the module a student will be able to:
 Distinguish and compare the various alternative schools of thought   in economics Understand the core arguments in heterodox economics Critically assess the theories and ideas considered Go beyond the neoclassical framework when interpreting modern   economies and evaluating economic policy","Sawyer, M.C. (1989). The Challenge of Radical Political Economy. Harvester Wheatsheaf. Hodgson, G.M. (ed.) (2002). A Modern Reader in Institutional and Evolutionary Economics. Edward Elgar. Lavoie, M. (2006). Introduction to Post-Keynesian Economics. Palgrave Macmillan. Davidson, P. (2011). Post Keynesian Macroeconomic Theory. 2nd ed. Edward Elgar. Fullbrook, E. (ed.) (2004). A Guide to Whats Wrong with Economics. Anthem Press.",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00011H/2021-22,
University of York,UOY,Economics and Related Studies,Alternative perspectives in economics - ECO00034H,10,,"To give a wide-ranging treatment of heterodox economics covering most of the key theories
To explain the reasoning behind heterodox economics and show how it differs from orthodox theories and methods
To adopt a political economy approach that stresses the links between economics and other disciplines such as history, politics and sociology",,,"On completing the module a student will be able to:
Distinguish and compare the various alternative schools of thought in economics
Understand the core arguments in heterodox economics
Critically assess the theories and ideas considered
Go beyond the neoclassical framework when interpreting modern economies and evaluating economic policy","Sawyer, M.C. (1989). The Challenge of Radical Political Economy. Harvester Wheatsheaf.
Hodgson, G.M. (ed.) (2002). A Modern Reader in Institutional and Evolutionary Economics. Edward Elgar.
Lavoie, M. (2006). Introduction to Post-Keynesian Economics. Palgrave Macmillan.
Davidson, P. (2011). Post Keynesian Macroeconomic Theory. 2nd ed. Edward Elgar.
Fullbrook, E. (ed.) (2004). A Guide to Whats Wrong with Economics. Anthem Press.",,"
To give a wide-ranging treatment of heterodox economics covering most of the key theories
To explain the reasoning behind heterodox economics and show how it differs from orthodox theories and methods
To adopt a political economy approach that stresses the links between economics and other disciplines such as history, politics and sociology
",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00034H/2021-22,
University of York,UOY,Economics and Related Studies,Applied Econometrics - ECO00014H,20,,"To develop skills needed to apply econometric techniques in the following contexts: (i) the implementation of instrumental variable methods when regressors are endogenous; (ii) the use of binary choice models to model probabilities in applied economics; (iii) the estimation and interpretation of models designed for panel data; (iv) forecasting using stationary ARMA models and evaluating forecast performance; (v) the investigation of the time series properties of economic data and the implications of these properties for least squares analysis; and (vi) cointegration analyses when a single equation model is under scrutiny and the derivation of associated error correction schemes when variables are cointegrated.
To develop skills needed to interpret applied econometric results in the following contexts: (i) the analysis of regression models in the presence of omitted variables; (ii) the application of linear probability, logit and probit models; (iii) relationships estimated using linear panel data models; (iv) the outcomes of a battery of diagnostic checks after estimation; (v) testing for unit roots in economic variables by means of Dickey-Fuller tests; and (vi) empirical analyses based upon either the Granger-Engle two-step method or the Autoregressive Distributed Lag model.",Econometrics II (ECO00003I),,"On completing the module a student will be able to:
Read and understand more of the econometric evidence published in academic journals and books. Understanding is extended beyond the second year Econometrics for Economists module by covering new topics such as: instrumental variable methods; binary choice models; and panel data (in which there are both cross-section and time series dimensions); forecasting using stationary dynamic ARMA models and evaluating forecast performance; nonstationary time series variables in regression; integration and cointegration (which are very important in modern applied macroeconomics).
Use standard econometric software (seminar work will involve the use of popular econometrics packages with various data sets that are provided via links on the VLE page)
Formulate economic hypotheses in testable ways and to understand which methods are appropriate for carrying out statistical tests","Main References:

Wooldridge, J.M. (2009). Introductory Econometrics (4th edition), South-Western.
Enders, W. (2010). Applied Econometric Time Series (3rd ed). Wiley

Other important references include:

Greene, W.H. (2008). Econometric Analysis (6th edition), Prentice and Hall.
Gujarati, D.N. (2003). Basic Econometrics (4th edition), McGraw-Hill, New York.
Patterson, K. (2000). An Introduction to Applied Econometrics: A Time-Series Approach. Macmillan.
Stock, J H. & Watson, M W. (2006). Introduction to Econometrics. Pearson International ed.
",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00014H/2021-22,
University of York,UOY,Economics and Related Studies,Applied Econometrics for Research - ECO00070M,10,,A set of specialist lectures specialising in Econometric Theory A complementary set of practical classes to teach the   implementation of applied econometrics,,,"The topics taught in Applied Econometrics for Research can change from year to year, depending on what is considered to be most relevant and up to date.  Objectives in the past year were:
1. Programme Evaluation
 Introduction to programme evaluation. Recent decades has seen a   surge in econometric methods for programme evaluation.  The   objective is to estimate the causal effect of a policy.  The course   will set out the econometric problem and detail different methods   that have been established to identify the causal parameter. Methods including experiments, natural experiments, matching,   propensity score matching, IV and difference-in-difference
2. Panel Data
 Panel data offer the scope to control for individual heterogeneity   and to model the dynamics of individual behaviour.  However the   measures of outcome used in applied microeconomics are often   qualitative or categorical. These create special problems for   estimating econometric models. This topic focuses on binary choice   models for panel data. Practical application of the methods will be   illustrated using data on health from the British Household Panel   Survey (BHPS).  GVAR.  The introduction of the panel and global VAR frameworks and   the increasing sophistication of large simulated systems provides   opportunities to analyse international linkages in unprecedented   depth. The GVAR model represents an accessible way of combining   country-specific models into a global framework without falling   victim to the dimensional problems typically associated with such   large-scale models. The ability to coherently model the global   economy and to assess the effects on a sovereign state/economic   bloc, both of global shocks and of shocks emanating from specific   countries, renders GVAR an unusually powerful tool for the analysis   of the number of macroeconomic issues. However, the considerable   volume of statistical output generated by such models introduces a   secondary curse of dimensionality, whereby the limits of the   modellers ability to process the output become a binding constraint.   We also develop a family of Generalized Connectedness Measures   (GCMs) which provide a simple means to summarise the linkages   embodied in such models non-selectively either with recourse to   geographic aggregation or aggregation into desired groups of similar variables.
3. Cross-Sectionally Correlated Data
 Spatial Econometrics: Discuss the development of the leading   models employed to handle situations in which spatially structured   interactions between observational units (spillovers or flows) are   at the core of the analysis. If time allows, both so-called spatial   autoregression models and the gravity model will be discussed, and   some model specification issues will be introduced that either are,   or should be, the subject of current research Topics on estimation and inference in some static linear panel   data models.  In this session, after briefly reviewing the famous   Fixed Effects (FE) and Random Effects (RE) estimators, we plan to   discuss various econometric methods for estimation and inference of   static linear short panel data models, which are extensions of the   FE and RE models. The econometric methods include the instrumental   variable (IV) estimator of Hausman and Taylor (1981) for the models   with endogenous individual effects and the Generalised Method of   Moments (GMM) estimator of Ahn, Lee and Schmidt (2013) for the   models with endogenous interactive effects. We also introduce the   methods of Pesaran (2006) and Bai (2009) for static linear large   panel data models under multi-factor error structure. In the   practical session, applications of some of these estimation methods   will be illustrated.",A list of readings will be suggested during lectures for each specific econometric topic.,,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00070M/2021-22,
University of York,UOY,Economics and Related Studies,Applied Economics - ECO00003H,20,,"The identification of theories applicable to issues of economic policy
The identification of the form of evidence against which the predictions of such theories can be tested and the results of tests carried out
The conclusions and recommendations for policy derivable from theory and empirical evidence",,,"On completing the module a student should be able to answer the following questions:
Why is a particular outcome a policy problem? What is wrong with, say, a 5 percent annual rate of inflation?
Which economic theories are relevant for an analysis of the defined problem, and in particular what alternative predictions and explanations of outcome do these theories offer?
What is the most reliable form of evidence against which theories can be tested and which theory does the weight of available evidence support?
What should and can be done by way of policy?","There is no single text, or small set of texts, which is adequate for this module. We will use several academic journal articles. However, the textbook ""Mostly harmless econometrics: An empiricist's companion, by Angrist, Joshua D., and Jörn-Steffen Pischke , Princeton university press, 2008"" provides useful background material.",,,,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00003H/2021-22,
University of York,UOY,Economics and Related Studies,Applied Microeconometrics - ECO00005M,10,,"Given the extensive use of individual/household data sources in applied microeconomic analysis, it has become increasingly important to understand the techniques available to the microeconometrician in applied research. Moreover, it is just as important to be aware of the limitations and pitfalls associated with each microeconometric technique. The purpose of this module is to provide the applied economist with sufficient background of modern microeconometrics to choose techniques suited both to the data and to the economic model. Also, the lectures provide the opportunity to have practical experience of relevant computer software applied to empirical datasets",,,"On completing the module a student should be able to:
choose econometric models which are suitable, both to the data and to the economics models
understand econometric methods of estimation and inference for limited dependent variables and panel data models
estimate models and be able to interpret the estimation results, using the software Stata.","Cameron, A.C. and Trivedi, P. Microeconometrics: Methods and Applications, Cambridge University Press, 2005.
 
Wooldridge, J., Econometric Analysis of Cross Section and Panel Data, MIT Press, 2nd edition, 2010.
 

More detailed references will be given in the course outline and reading lists.",,"The module will cover the following topics: endogeneity, linear panel data models; binary choices models; multiple choices models; censored and truncated models; count data models. Applied empirical examples will be provided.",,https://www.york.ac.uk/,https://www.york.ac.uk/students/studying/manage/programmes/module-catalogue/module/ECO00005M/2021-22,
